seq_index,filename,ndtiff_file,column,row,z,x_px,y_px
375,0375.tif,new_NDTiffStack.tif,17,2,0,31334.400,3686.400
376,0376.tif,new_NDTiffStack.tif,17,1,0,31334.400,1843.200
377,0377.tif,new_NDTiffStack.tif,17,0,0,31334.400,0.000
378,0378.tif,new_NDTiffStack.tif,18,0,0,33177.600,0.000
379,0379.tif,new_NDTiffStack.tif,18,1,0,33177.600,1843.200
380,0380.tif,new_NDTiffStack.tif,18,2,0,33177.600,3686.400
381,0381.tif,new_NDTiffStack.tif,18,3,0,33177.600,5529.600
382,0382.tif,new_NDTiffStack.tif,18,4,0,33177.600,7372.800
383,0383.tif,new_NDTiffStack.tif,18,5,0,33177.600,9216.000
384,0384.tif,new_NDTiffStack.tif,18,6,0,33177.600,11059.200
385,0385.tif,new_NDTiffStack.tif,18,7,0,33177.600,12902.400
386,0386.tif,new_NDTiffStack.tif,18,8,0,33177.600,14745.600
387,0387.tif,new_NDTiffStack.tif,18,9,0,33177.600,16588.800
388,0388.tif,new_NDTiffStack.tif,18,10,0,33177.600,18432.000
389,0389.tif,new_NDTiffStack.tif,18,11,0,33177.600,20275.200
390,0390.tif,new_NDTiffStack.tif,18,12,0,33177.600,22118.400
391,0391.tif,new_NDTiffStack.tif,18,13,0,33177.600,23961.600
392,0392.tif,new_NDTiffStack.tif,18,14,0,33177.600,25804.800
393,0393.tif,new_NDTiffStack.tif,18,15,0,33177.600,27648.000
394,0394.tif,new_NDTiffStack.tif,18,16,0,33177.600,29491.200
395,0395.tif,new_NDTiffStack.tif,18,17,0,33177.600,31334.400
396,0396.tif,new_NDTiffStack.tif,18,18,0,33177.600,33177.600
397,0397.tif,new_NDTiffStack.tif,18,19,0,33177.600,35020.800
398,0398.tif,new_NDTiffStack.tif,18,20,0,33177.600,36864.000
399,0399.tif,new_NDTiffStack.tif,19,20,0,35020.800,36864.000
400,0400.tif,new_NDTiffStack.tif,19,19,0,35020.800,35020.800
401,0401.tif,new_NDTiffStack.tif,19,18,0,35020.800,33177.600
402,0402.tif,new_NDTiffStack.tif,19,17,0,35020.800,31334.400
403,0403.tif,new_NDTiffStack.tif,19,16,0,35020.800,29491.200
404,0404.tif,new_NDTiffStack.tif,19,15,0,35020.800,27648.000
405,0405.tif,new_NDTiffStack.tif,19,14,0,35020.800,25804.800
406,0406.tif,new_NDTiffStack.tif,19,13,0,35020.800,23961.600
407,0407.tif,new_NDTiffStack.tif,19,12,0,35020.800,22118.400
408,0408.tif,new_NDTiffStack.tif,19,11,0,35020.800,20275.200
409,0409.tif,new_NDTiffStack.tif,19,10,0,35020.800,18432.000
410,0410.tif,new_NDTiffStack.tif,19,9,0,35020.800,16588.800
411,0411.tif,new_NDTiffStack.tif,19,8,0,35020.800,14745.600
412,0412.tif,new_NDTiffStack.tif,19,7,0,35020.800,12902.400
413,0413.tif,new_NDTiffStack.tif,19,6,0,35020.800,11059.200
414,0414.tif,new_NDTiffStack.tif,19,5,0,35020.800,9216.000
415,0415.tif,new_NDTiffStack.tif,19,4,0,35020.800,7372.800
416,0416.tif,new_NDTiffStack.tif,19,3,0,35020.800,5529.600
417,0417.tif,new_NDTiffStack.tif,19,2,0,35020.800,3686.400
418,0418.tif,new_NDTiffStack.tif,19,1,0,35020.800,1843.200
419,0419.tif,new_NDTiffStack.tif,19,0,0,35020.800,0.000
420,0420.tif,new_NDTiffStack.tif,20,0,0,36864.000,0.000
421,0421.tif,new_NDTiffStack.tif,20,1,0,36864.000,1843.200
422,0422.tif,new_NDTiffStack.tif,20,2,0,36864.000,3686.400
423,0423.tif,new_NDTiffStack.tif,20,3,0,36864.000,5529.600
424,0424.tif,new_NDTiffStack.tif,20,4,0,36864.000,7372.800
425,0425.tif,new_NDTiffStack.tif,20,5,0,36864.000,9216.000
426,0426.tif,new_NDTiffStack.tif,20,6,0,36864.000,11059.200
427,0427.tif,new_NDTiffStack.tif,20,7,0,36864.000,12902.400
428,0428.tif,new_NDTiffStack.tif,20,8,0,36864.000,14745.600
429,0429.tif,new_NDTiffStack.tif,20,9,0,36864.000,16588.800
430,0430.tif,new_NDTiffStack.tif,20,10,0,36864.000,18432.000
431,0431.tif,new_NDTiffStack.tif,20,11,0,36864.000,20275.200
432,0432.tif,new_NDTiffStack.tif,20,12,0,36864.000,22118.400
433,0433.tif,new_NDTiffStack.tif,20,13,0,36864.000,23961.600
434,0434.tif,new_NDTiffStack.tif,20,14,0,36864.000,25804.800
435,0435.tif,new_NDTiffStack.tif,20,15,0,36864.000,27648.000
436,0436.tif,new_NDTiffStack.tif,20,16,0,36864.000,29491.200
437,0437.tif,new_NDTiffStack.tif,20,17,0,36864.000,31334.400
438,0438.tif,new_NDTiffStack.tif,20,18,0,36864.000,33177.600
439,0439.tif,new_NDTiffStack.tif,20,19,0,36864.000,35020.800
440,0440.tif,new_NDTiffStack.tif,20,20,0,36864.000,36864.000
441,0441.tif,new_NDTiffStack.tif,21,20,0,38707.200,36864.000
442,0442.tif,new_NDTiffStack.tif,21,19,0,38707.200,35020.800
443,0443.tif,new_NDTiffStack.tif,21,18,0,38707.200,33177.600
444,0444.tif,new_NDTiffStack.tif,21,17,0,38707.200,31334.400
445,0445.tif,new_NDTiffStack.tif,21,16,0,38707.200,29491.200
446,0446.tif,new_NDTiffStack.tif,21,15,0,38707.200,27648.000
447,0447.tif,new_NDTiffStack.tif,21,14,0,38707.200,25804.800
448,0448.tif,new_NDTiffStack.tif,21,13,0,38707.200,23961.600
449,0449.tif,new_NDTiffStack.tif,21,12,0,38707.200,22118.400
450,0450.tif,new_NDTiffStack.tif,21,11,0,38707.200,20275.200
451,0451.tif,new_NDTiffStack.tif,21,10,0,38707.200,18432.000
452,0452.tif,new_NDTiffStack.tif,21,9,0,38707.200,16588.800
453,0453.tif,new_NDTiffStack.tif,21,8,0,38707.200,14745.600
454,0454.tif,new_NDTiffStack.tif,21,7,0,38707.200,12902.400
455,0455.tif,new_NDTiffStack.tif,21,6,0,38707.200,11059.200
456,0456.tif,new_NDTiffStack.tif,21,5,0,38707.200,9216.000
457,0457.tif,new_NDTiffStack.tif,21,4,0,38707.200,7372.800
458,0458.tif,new_NDTiffStack.tif,21,3,0,38707.200,5529.600
459,0459.tif,new_NDTiffStack.tif,21,2,0,38707.200,3686.400
460,0460.tif,new_NDTiffStack.tif,21,1,0,38707.200,1843.200
461,0461.tif,new_NDTiffStack.tif,21,0,0,38707.200,0.000
462,0462.tif,new_NDTiffStack.tif,22,0,0,40550.400,0.000
463,0463.tif,new_NDTiffStack.tif,22,1,0,40550.400,1843.200
464,0464.tif,new_NDTiffStack.tif,22,2,0,40550.400,3686.400
465,0465.tif,new_NDTiffStack.tif,22,3,0,40550.400,5529.600
466,0466.tif,new_NDTiffStack.tif,22,4,0,40550.400,7372.800
467,0467.tif,new_NDTiffStack.tif,22,5,0,40550.400,9216.000
468,0468.tif,new_NDTiffStack.tif,22,6,0,40550.400,11059.200
469,0469.tif,new_NDTiffStack.tif,22,7,0,40550.400,12902.400
470,0470.tif,new_NDTiffStack.tif,22,8,0,40550.400,14745.600
471,0471.tif,new_NDTiffStack.tif,22,9,0,40550.400,16588.800
472,0472.tif,new_NDTiffStack.tif,22,10,0,40550.400,18432.000
473,0473.tif,new_NDTiffStack.tif,22,11,0,40550.400,20275.200
474,0474.tif,new_NDTiffStack.tif,22,12,0,40550.400,22118.400
475,0475.tif,new_NDTiffStack.tif,22,13,0,40550.400,23961.600
476,0476.tif,new_NDTiffStack.tif,22,14,0,40550.400,25804.800
477,0477.tif,new_NDTiffStack.tif,22,15,0,40550.400,27648.000
478,0478.tif,new_NDTiffStack.tif,22,16,0,40550.400,29491.200
479,0479.tif,new_NDTiffStack.tif,22,17,0,40550.400,31334.400
480,0480.tif,new_NDTiffStack.tif,22,18,0,40550.400,33177.600
481,0481.tif,new_NDTiffStack.tif,22,19,0,40550.400,35020.800
482,0482.tif,new_NDTiffStack.tif,22,20,0,40550.400,36864.000
483,0483.tif,new_NDTiffStack.tif,23,20,0,42393.600,36864.000
484,0484.tif,new_NDTiffStack.tif,23,19,0,42393.600,35020.800
485,0485.tif,new_NDTiffStack.tif,23,18,0,42393.600,33177.600
486,0486.tif,new_NDTiffStack.tif,23,17,0,42393.600,31334.400
487,0487.tif,new_NDTiffStack.tif,23,16,0,42393.600,29491.200
488,0488.tif,new_NDTiffStack.tif,23,15,0,42393.600,27648.000
489,0489.tif,new_NDTiffStack.tif,23,14,0,42393.600,25804.800
490,0490.tif,new_NDTiffStack.tif,23,13,0,42393.600,23961.600
491,0491.tif,new_NDTiffStack.tif,23,12,0,42393.600,22118.400
492,0492.tif,new_NDTiffStack.tif,23,11,0,42393.600,20275.200
493,0493.tif,new_NDTiffStack.tif,23,10,0,42393.600,18432.000
494,0494.tif,new_NDTiffStack.tif,23,9,0,42393.600,16588.800
495,0495.tif,new_NDTiffStack.tif,23,8,0,42393.600,14745.600
496,0496.tif,new_NDTiffStack.tif,23,7,0,42393.600,12902.400
497,0497.tif,new_NDTiffStack.tif,23,6,0,42393.600,11059.200
498,0498.tif,new_NDTiffStack.tif,23,5,0,42393.600,9216.000
499,0499.tif,new_NDTiffStack.tif,23,4,0,42393.600,7372.800
500,0500.tif,new_NDTiffStack.tif,23,3,0,42393.600,5529.600
501,0501.tif,new_NDTiffStack.tif,23,2,0,42393.600,3686.400
502,0502.tif,new_NDTiffStack.tif,23,1,0,42393.600,1843.200
503,0503.tif,new_NDTiffStack.tif,23,0,0,42393.600,0.000
504,0504.tif,new_NDTiffStack.tif,24,0,0,44236.800,0.000
505,0505.tif,new_NDTiffStack.tif,24,1,0,44236.800,1843.200
506,0506.tif,new_NDTiffStack.tif,24,2,0,44236.800,3686.400
507,0507.tif,new_NDTiffStack.tif,24,3,0,44236.800,5529.600
508,0508.tif,new_NDTiffStack.tif,24,4,0,44236.800,7372.800
509,0509.tif,new_NDTiffStack.tif,24,5,0,44236.800,9216.000
510,0510.tif,new_NDTiffStack.tif,24,6,0,44236.800,11059.200
511,0511.tif,new_NDTiffStack_1.tif,24,7,0,44236.800,12902.400
512,0512.tif,new_NDTiffStack_1.tif,24,8,0,44236.800,14745.600
513,0513.tif,new_NDTiffStack_1.tif,24,9,0,44236.800,16588.800
514,0514.tif,new_NDTiffStack_1.tif,24,10,0,44236.800,18432.000
515,0515.tif,new_NDTiffStack_1.tif,24,11,0,44236.800,20275.200
516,0516.tif,new_NDTiffStack_1.tif,24,12,0,44236.800,22118.400
517,0517.tif,new_NDTiffStack_1.tif,24,13,0,44236.800,23961.600
518,0518.tif,new_NDTiffStack_1.tif,24,14,0,44236.800,25804.800
519,0519.tif,new_NDTiffStack_1.tif,24,15,0,44236.800,27648.000
520,0520.tif,new_NDTiffStack_1.tif,24,16,0,44236.800,29491.200
521,0521.tif,new_NDTiffStack_1.tif,24,17,0,44236.800,31334.400
522,0522.tif,new_NDTiffStack_1.tif,24,18,0,44236.800,33177.600
523,0523.tif,new_NDTiffStack_1.tif,24,19,0,44236.800,35020.800
524,0524.tif,new_NDTiffStack_1.tif,24,20,0,44236.800,36864.000
525,0525.tif,new_NDTiffStack_1.tif,25,20,0,46080.000,36864.000
526,0526.tif,new_NDTiffStack_1.tif,25,19,0,46080.000,35020.800
527,0527.tif,new_NDTiffStack_1.tif,25,18,0,46080.000,33177.600
528,0528.tif,new_NDTiffStack_1.tif,25,17,0,46080.000,31334.400
529,0529.tif,new_NDTiffStack_1.tif,25,16,0,46080.000,29491.200
530,0530.tif,new_NDTiffStack_1.tif,25,15,0,46080.000,27648.000
531,0531.tif,new_NDTiffStack_1.tif,25,14,0,46080.000,25804.800
532,0532.tif,new_NDTiffStack_1.tif,25,13,0,46080.000,23961.600
533,0533.tif,new_NDTiffStack_1.tif,25,12,0,46080.000,22118.400
534,0534.tif,new_NDTiffStack_1.tif,25,11,0,46080.000,20275.200
535,0535.tif,new_NDTiffStack_1.tif,25,10,0,46080.000,18432.000
536,0536.tif,new_NDTiffStack_1.tif,25,9,0,46080.000,16588.800
537,0537.tif,new_NDTiffStack_1.tif,25,8,0,46080.000,14745.600
538,0538.tif,new_NDTiffStack_1.tif,25,7,0,46080.000,12902.400
539,0539.tif,new_NDTiffStack_1.tif,25,6,0,46080.000,11059.200
540,0540.tif,new_NDTiffStack_1.tif,25,5,0,46080.000,9216.000
541,0541.tif,new_NDTiffStack_1.tif,25,4,0,46080.000,7372.800
542,0542.tif,new_NDTiffStack_1.tif,25,3,0,46080.000,5529.600
543,0543.tif,new_NDTiffStack_1.tif,25,2,0,46080.000,3686.400
544,0544.tif,new_NDTiffStack_1.tif,25,1,0,46080.000,1843.200
545,0545.tif,new_NDTiffStack_1.tif,25,0,0,46080.000,0.000
546,0546.tif,new_NDTiffStack_1.tif,26,0,0,47923.200,0.000
547,0547.tif,new_NDTiffStack_1.tif,26,1,0,47923.200,1843.200
548,0548.tif,new_NDTiffStack_1.tif,26,2,0,47923.200,3686.400
549,0549.tif,new_NDTiffStack_1.tif,26,3,0,47923.200,5529.600
550,0550.tif,new_NDTiffStack_1.tif,26,4,0,47923.200,7372.800
551,0551.tif,new_NDTiffStack_1.tif,26,5,0,47923.200,9216.000
552,0552.tif,new_NDTiffStack_1.tif,26,6,0,47923.200,11059.200
553,0553.tif,new_NDTiffStack_1.tif,26,7,0,47923.200,12902.400
554,0554.tif,new_NDTiffStack_1.tif,26,8,0,47923.200,14745.600
555,0555.tif,new_NDTiffStack_1.tif,26,9,0,47923.200,16588.800
556,0556.tif,new_NDTiffStack_1.tif,26,10,0,47923.200,18432.000
557,0557.tif,new_NDTiffStack_1.tif,26,11,0,47923.200,20275.200
558,0558.tif,new_NDTiffStack_1.tif,26,12,0,47923.200,22118.400
559,0559.tif,new_NDTiffStack_1.tif,26,13,0,47923.200,23961.600
560,0560.tif,new_NDTiffStack_1.tif,26,14,0,47923.200,25804.800
561,0561.tif,new_NDTiffStack_1.tif,26,15,0,47923.200,27648.000
562,0562.tif,new_NDTiffStack_1.tif,26,16,0,47923.200,29491.200
563,0563.tif,new_NDTiffStack_1.tif,26,17,0,47923.200,31334.400
564,0564.tif,new_NDTiffStack_1.tif,26,18,0,47923.200,33177.600
565,0565.tif,new_NDTiffStack_1.tif,26,19,0,47923.200,35020.800
566,0566.tif,new_NDTiffStack_1.tif,26,20,0,47923.200,36864.000
567,0567.tif,new_NDTiffStack_1.tif,27,20,0,49766.400,36864.000
568,0568.tif,new_NDTiffStack_1.tif,27,19,0,49766.400,35020.800
569,0569.tif,new_NDTiffStack_1.tif,27,18,0,49766.400,33177.600
570,0570.tif,new_NDTiffStack_1.tif,27,17,0,49766.400,31334.400
571,0571.tif,new_NDTiffStack_1.tif,27,16,0,49766.400,29491.200
572,0572.tif,new_NDTiffStack_1.tif,27,15,0,49766.400,27648.000
573,0573.tif,new_NDTiffStack_1.tif,27,14,0,49766.400,25804.800
574,0574.tif,new_NDTiffStack_1.tif,27,13,0,49766.400,23961.600
575,0575.tif,new_NDTiffStack_1.tif,27,12,0,49766.400,22118.400
576,0576.tif,new_NDTiffStack_1.tif,27,11,0,49766.400,20275.200
577,0577.tif,new_NDTiffStack_1.tif,27,10,0,49766.400,18432.000
578,0578.tif,new_NDTiffStack_1.tif,27,9,0,49766.400,16588.800
579,0579.tif,new_NDTiffStack_1.tif,27,8,0,49766.400,14745.600
580,0580.tif,new_NDTiffStack_1.tif,27,7,0,49766.400,12902.400
581,0581.tif,new_NDTiffStack_1.tif,27,6,0,49766.400,11059.200
582,0582.tif,new_NDTiffStack_1.tif,27,5,0,49766.400,9216.000
583,0583.tif,new_NDTiffStack_1.tif,27,4,0,49766.400,7372.800
584,0584.tif,new_NDTiffStack_1.tif,27,3,0,49766.400,5529.600
585,0585.tif,new_NDTiffStack_1.tif,27,2,0,49766.400,3686.400
586,0586.tif,new_NDTiffStack_1.tif,27,1,0,49766.400,1843.200
587,0587.tif,new_NDTiffStack_1.tif,27,0,0,49766.400,0.000
588,0588.tif,new_NDTiffStack_1.tif,28,0,0,51609.600,0.000
589,0589.tif,new_NDTiffStack_1.tif,28,1,0,51609.600,1843.200
590,0590.tif,new_NDTiffStack_1.tif,28,2,0,51609.600,3686.400
591,0591.tif,new_NDTiffStack_1.tif,28,3,0,51609.600,5529.600
592,0592.tif,new_NDTiffStack_1.tif,28,4,0,51609.600,7372.800
593,0593.tif,new_NDTiffStack_1.tif,28,5,0,51609.600,9216.000
594,0594.tif,new_NDTiffStack_1.tif,28,6,0,51609.600,11059.200
595,0595.tif,new_NDTiffStack_1.tif,28,7,0,51609.600,12902.400
596,0596.tif,new_NDTiffStack_1.tif,28,8,0,51609.600,14745.600
597,0597.tif,new_NDTiffStack_1.tif,28,9,0,51609.600,16588.800
598,0598.tif,new_NDTiffStack_1.tif,28,10,0,51609.600,18432.000
599,0599.tif,new_NDTiffStack_1.tif,28,11,0,51609.600,20275.200
600,0600.tif,new_NDTiffStack_1.tif,28,12,0,51609.600,22118.400
601,0601.tif,new_NDTiffStack_1.tif,28,13,0,51609.600,23961.600
602,0602.tif,new_NDTiffStack_1.tif,28,14,0,51609.600,25804.800
603,0603.tif,new_NDTiffStack_1.tif,28,15,0,51609.600,27648.000
604,0604.tif,new_NDTiffStack_1.tif,28,16,0,51609.600,29491.200
605,0605.tif,new_NDTiffStack_1.tif,28,17,0,51609.600,31334.400
606,0606.tif,new_NDTiffStack_1.tif,28,18,0,51609.600,33177.600
607,0607.tif,new_NDTiffStack_1.tif,28,19,0,51609.600,35020.800
608,0608.tif,new_NDTiffStack_1.tif,28,20,0,51609.600,36864.000
609,0609.tif,new_NDTiffStack_1.tif,29,20,0,53452.800,36864.000
610,0610.tif,new_NDTiffStack_1.tif,29,19,0,53452.800,35020.800
611,0611.tif,new_NDTiffStack_1.tif,29,18,0,53452.800,33177.600
612,0612.tif,new_NDTiffStack_1.tif,29,17,0,53452.800,31334.400
613,0613.tif,new_NDTiffStack_1.tif,29,16,0,53452.800,29491.200
614,0614.tif,new_NDTiffStack_1.tif,29,15,0,53452.800,27648.000
615,0615.tif,new_NDTiffStack_1.tif,29,14,0,53452.800,25804.800
616,0616.tif,new_NDTiffStack_1.tif,29,13,0,53452.800,23961.600
617,0617.tif,new_NDTiffStack_1.tif,29,12,0,53452.800,22118.400
618,0618.tif,new_NDTiffStack_1.tif,29,11,0,53452.800,20275.200
619,0619.tif,new_NDTiffStack_1.tif,29,10,0,53452.800,18432.000
620,0620.tif,new_NDTiffStack_1.tif,29,9,0,53452.800,16588.800
621,0621.tif,new_NDTiffStack_1.tif,29,8,0,53452.800,14745.600
622,0622.tif,new_NDTiffStack_1.tif,29,7,0,53452.800,12902.400
623,0623.tif,new_NDTiffStack_1.tif,29,6,0,53452.800,11059.200
624,0624.tif,new_NDTiffStack_1.tif,29,5,0,53452.800,9216.000
625,0625.tif,new_NDTiffStack_1.tif,29,4,0,53452.800,7372.800
626,0626.tif,new_NDTiffStack_1.tif,29,3,0,53452.800,5529.600
627,0627.tif,new_NDTiffStack_1.tif,29,2,0,53452.800,3686.400
628,0628.tif,new_NDTiffStack_1.tif,29,1,0,53452.800,1843.200
629,0629.tif,new_NDTiffStack_1.tif,29,0,0,53452.800,0.000
630,0630.tif,new_NDTiffStack_1.tif,30,0,0,55296.000,0.000
631,0631.tif,new_NDTiffStack_1.tif,30,1,0,55296.000,1843.200
632,0632.tif,new_NDTiffStack_1.tif,30,2,0,55296.000,3686.400
633,0633.tif,new_NDTiffStack_1.tif,30,3,0,55296.000,5529.600
634,0634.tif,new_NDTiffStack_1.tif,30,4,0,55296.000,7372.800
635,0635.tif,new_NDTiffStack_1.tif,30,5,0,55296.000,9216.000
636,0636.tif,new_NDTiffStack_1.tif,30,6,0,55296.000,11059.200
637,0637.tif,new_NDTiffStack_1.tif,30,7,0,55296.000,12902.400
638,0638.tif,new_NDTiffStack_1.tif,30,8,0,55296.000,14745.600
639,0639.tif,new_NDTiffStack_1.tif,30,9,0,55296.000,16588.800
640,0640.tif,new_NDTiffStack_1.tif,30,10,0,55296.000,18432.000
641,0641.tif,new_NDTiffStack_1.tif,30,11,0,55296.000,20275.200
642,0642.tif,new_NDTiffStack_1.tif,30,12,0,55296.000,22118.400
643,0643.tif,new_NDTiffStack_1.tif,30,13,0,55296.000,23961.600
644,0644.tif,new_NDTiffStack_1.tif,30,14,0,55296.000,25804.800
645,0645.tif,new_NDTiffStack_1.tif,30,15,0,55296.000,27648.000
646,0646.tif,new_NDTiffStack_1.tif,30,16,0,55296.000,29491.200
647,0647.tif,new_NDTiffStack_1.tif,30,17,0,55296.000,31334.400
648,0648.tif,new_NDTiffStack_1.tif,30,18,0,55296.000,33177.600
649,0649.tif,new_NDTiffStack_1.tif,30,19,0,55296.000,35020.800
650,0650.tif,new_NDTiffStack_1.tif,30,20,0,55296.000,36864.000
651,0651.tif,new_NDTiffStack_1.tif,31,20,0,57139.200,36864.000
652,0652.tif,new_NDTiffStack_1.tif,31,19,0,57139.200,35020.800
653,0653.tif,new_NDTiffStack_1.tif,31,18,0,57139.200,33177.600
654,0654.tif,new_NDTiffStack_1.tif,31,17,0,57139.200,31334.400
655,0655.tif,new_NDTiffStack_1.tif,31,16,0,57139.200,29491.200
656,0656.tif,new_NDTiffStack_1.tif,31,15,0,57139.200,27648.000
657,0657.tif,new_NDTiffStack_1.tif,31,14,0,57139.200,25804.800
658,0658.tif,new_NDTiffStack_1.tif,31,13,0,57139.200,23961.600
659,0659.tif,new_NDTiffStack_1.tif,31,12,0,57139.200,22118.400
660,0660.tif,new_NDTiffStack_1.tif,31,11,0,57139.200,20275.200
661,0661.tif,new_NDTiffStack_1.tif,31,10,0,57139.200,18432.000
662,0662.tif,new_NDTiffStack_1.tif,31,9,0,57139.200,16588.800
663,0663.tif,new_NDTiffStack_1.tif,31,8,0,57139.200,14745.600
664,0664.tif,new_NDTiffStack_1.tif,31,7,0,57139.200,12902.400
665,0665.tif,new_NDTiffStack_1.tif,31,6,0,57139.200,11059.200
666,0666.tif,new_NDTiffStack_1.tif,31,5,0,57139.200,9216.000
667,0667.tif,new_NDTiffStack_1.tif,31,4,0,57139.200,7372.800
668,0668.tif,new_NDTiffStack_1.tif,31,3,0,57139.200,5529.600
669,0669.tif,new_NDTiffStack_1.tif,31,2,0,57139.200,3686.400
670,0670.tif,new_NDTiffStack_1.tif,31,1,0,57139.200,1843.200
671,0671.tif,new_NDTiffStack_1.tif,31,0,0,57139.200,0.000
672,0672.tif,new_NDTiffStack_1.tif,32,0,0,58982.400,0.000
673,0673.tif,new_NDTiffStack_1.tif,32,1,0,58982.400,1843.200
674,0674.tif,new_NDTiffStack_1.tif,32,2,0,58982.400,3686.400
675,0675.tif,new_NDTiffStack_1.tif,32,3,0,58982.400,5529.600
676,0676.tif,new_NDTiffStack_1.tif,32,4,0,58982.400,7372.800
677,0677.tif,new_NDTiffStack_1.tif,32,5,0,58982.400,9216.000
678,0678.tif,new_NDTiffStack_1.tif,32,6,0,58982.400,11059.200
679,0679.tif,new_NDTiffStack_1.tif,32,7,0,58982.400,12902.400
680,0680.tif,new_NDTiffStack_1.tif,32,8,0,58982.400,14745.600
681,0681.tif,new_NDTiffStack_1.tif,32,9,0,58982.400,16588.800
682,0682.tif,new_NDTiffStack_1.tif,32,10,0,58982.400,18432.000
683,0683.tif,new_NDTiffStack_1.tif,32,11,0,58982.400,20275.200
684,0684.tif,new_NDTiffStack_1.tif,32,12,0,58982.400,22118.400
685,0685.tif,new_NDTiffStack_1.tif,32,13,0,58982.400,23961.600
686,0686.tif,new_NDTiffStack_1.tif,32,14,0,58982.400,25804.800
687,0687.tif,new_NDTiffStack_1.tif,32,15,0,58982.400,27648.000
688,0688.tif,new_NDTiffStack_1.tif,32,16,0,58982.400,29491.200
689,0689.tif,new_NDTiffStack_1.tif,32,17,0,58982.400,31334.400
690,0690.tif,new_NDTiffStack_1.tif,32,18,0,58982.400,33177.600
691,0691.tif,new_NDTiffStack_1.tif,32,19,0,58982.400,35020.800
692,0692.tif,new_NDTiffStack_1.tif,32,20,0,58982.400,36864.000
693,0693.tif,new_NDTiffStack_1.tif,33,20,0,60825.600,36864.000
694,0694.tif,new_NDTiffStack_1.tif,33,19,0,60825.600,35020.800
695,0695.tif,new_NDTiffStack_1.tif,33,18,0,60825.600,33177.600
696,0696.tif,new_NDTiffStack_1.tif,33,17,0,60825.600,31334.400
697,0697.tif,new_NDTiffStack_1.tif,33,16,0,60825.600,29491.200
698,0698.tif,new_NDTiffStack_1.tif,33,15,0,60825.600,27648.000
699,0699.tif,new_NDTiffStack_1.tif,33,14,0,60825.600,25804.800
700,0700.tif,new_NDTiffStack_1.tif,33,13,0,60825.600,23961.600
701,0701.tif,new_NDTiffStack_1.tif,33,12,0,60825.600,22118.400
702,0702.tif,new_NDTiffStack_1.tif,33,11,0,60825.600,20275.200
703,0703.tif,new_NDTiffStack_1.tif,33,10,0,60825.600,18432.000
704,0704.tif,new_NDTiffStack_1.tif,33,9,0,60825.600,16588.800
705,0705.tif,new_NDTiffStack_1.tif,33,8,0,60825.600,14745.600
706,0706.tif,new_NDTiffStack_1.tif,33,7,0,60825.600,12902.400
707,0707.tif,new_NDTiffStack_1.tif,33,6,0,60825.600,11059.200
708,0708.tif,new_NDTiffStack_1.tif,33,5,0,60825.600,9216.000
709,0709.tif,new_NDTiffStack_1.tif,33,4,0,60825.600,7372.800
710,0710.tif,new_NDTiffStack_1.tif,33,3,0,60825.600,5529.600
711,0711.tif,new_NDTiffStack_1.tif,33,2,0,60825.600,3686.400
712,0712.tif,new_NDTiffStack_1.tif,33,1,0,60825.600,1843.200
713,0713.tif,new_NDTiffStack_1.tif,33,0,0,60825.600,0.000
714,0714.tif,new_NDTiffStack_1.tif,34,0,0,62668.800,0.000
715,0715.tif,new_NDTiffStack_1.tif,34,1,0,62668.800,1843.200
716,0716.tif,new_NDTiffStack_1.tif,34,2,0,62668.800,3686.400
717,0717.tif,new_NDTiffStack_1.tif,34,3,0,62668.800,5529.600
718,0718.tif,new_NDTiffStack_1.tif,34,4,0,62668.800,7372.800
719,0719.tif,new_NDTiffStack_1.tif,34,5,0,62668.800,9216.000
720,0720.tif,new_NDTiffStack_1.tif,34,6,0,62668.800,11059.200
721,0721.tif,new_NDTiffStack_1.tif,34,7,0,62668.800,12902.400
722,0722.tif,new_NDTiffStack_1.tif,34,8,0,62668.800,14745.600
723,0723.tif,new_NDTiffStack_1.tif,34,9,0,62668.800,16588.800
724,0724.tif,new_NDTiffStack_1.tif,34,10,0,62668.800,18432.000
725,0725.tif,new_NDTiffStack_1.tif,34,11,0,62668.800,20275.200
726,0726.tif,new_NDTiffStack_1.tif,34,12,0,62668.800,22118.400
727,0727.tif,new_NDTiffStack_1.tif,34,13,0,62668.800,23961.600
728,0728.tif,new_NDTiffStack_1.tif,34,14,0,62668.800,25804.800
729,0729.tif,new_NDTiffStack_1.tif,34,15,0,62668.800,27648.000
730,0730.tif,new_NDTiffStack_1.tif,34,16,0,62668.800,29491.200
731,0731.tif,new_NDTiffStack_1.tif,34,17,0,62668.800,31334.400
732,0732.tif,new_NDTiffStack_1.tif,34,18,0,62668.800,33177.600
733,0733.tif,new_NDTiffStack_1.tif,34,19,0,62668.800,35020.800
734,0734.tif,new_NDTiffStack_1.tif,34,20,0,62668.800,36864.000
735,0735.tif,new_NDTiffStack_1.tif,35,20,0,64512.000,36864.000
736,0736.tif,new_NDTiffStack_1.tif,35,19,0,64512.000,35020.800
737,0737.tif,new_NDTiffStack_1.tif,35,18,0,64512.000,33177.600
738,0738.tif,new_NDTiffStack_1.tif,35,17,0,64512.000,31334.400
739,0739.tif,new_NDTiffStack_1.tif,35,16,0,64512.000,29491.200
